subhalo_id,dataset_name,ra,dec,classification
31735_172.png,gz_desi,68.18503224521777,-64.86539610036442,spiral
348398_4061.png,gz_desi,187.5678740043261,3.072956595572532,spiral
441607_3986.png,gz_desi,244.0327312072726,19.56992844522068,elliptical
331882_4124.png,gz_desi,18.68282396623438,0.2860168636153499,spiral
471791_4207.png,gz_desi,114.0864869422705,25.30593584494929,elliptical
153177_5104.png,gz_desi,74.83798571873815,-32.41563460677537,elliptical
346999_776.png,gz_desi,197.758194756777,2.67517247149161,spiral
324105_3743.png,gz_desi,234.3972077359024,-1.182566719557094,elliptical
465454_1552.png,gz_desi,174.9173800291568,23.96872756237486,elliptical
492445_160.png,gz_desi,151.4790908588113,29.13912909386448,spiral
484779_2288.png,gz_desi,134.6044480704905,27.74310011059359,elliptical
347063_5488.png,gz_desi,213.7696445424296,2.87340166882225,elliptical
390091_1924.png,gz_desi,239.0994577048898,10.21805739135214,spiral
329627_3504.png,gz_desi,174.8816900816243,-0.159939260066802,elliptical
355749_1612.png,gz_desi,227.7226349292077,4.208051736920178,spiral
334586_709.png,gz_desi,334.6979561152266,0.3985312575737439,spiral
332437_1985.png,gz_desi,157.4326996654794,0.243064555834849,spiral
332598_851.png,gz_desi,197.7282029217925,0.1796844617303778,elliptical
325462_4965.png,gz_desi,213.5548750307071,-0.8944005325572384,spiral
336880_3106.png,gz_desi,188.0931030545199,1.046770931614567,elliptical
297446_3694.png,gz_desi,40.23856505275498,-5.761829999538868,elliptical
72992_2926.png,gz_desi,82.34630731917701,-51.22643474952766,elliptical
59082_2416.png,gz_desi,42.07582131310633,-55.25155207663401,elliptical
262989_253.png,gz_desi,326.7973381593976,-12.10972891637159,elliptical
326843_692.png,gz_desi,198.9718125333338,-0.8399873991711583,spiral
441427_2403.png,gz_desi,196.2945964104899,19.50664559790729,elliptical
321611_269.png,gz_desi,330.9842256006394,-1.865498352028323,spiral
480923_0.png,gz_desi,131.3580908562282,26.87779290999752,spiral
185645_3639.png,gz_desi,13.72731205474444,-26.00168166330385,elliptical
345714_1513.png,gz_desi,236.5561258530168,2.453026246249919,spiral
101904_479.png,gz_desi,333.0650720475504,-44.10700180720399,spiral
375502_4044.png,gz_desi,149.4642561752133,7.836483213052146,elliptical
299475_3346.png,gz_desi,189.6569170501494,-5.451210568310923,elliptical
459089_1452.png,gz_desi,243.9359883001267,22.72596528550729,elliptical
364174_3423.png,gz_desi,180.4351488741318,5.821569945441682,spiral
326758_5680.png,gz_desi,177.7223100439853,-0.6355375949843962,spiral
444024_937.png,gz_desi,164.725805203148,19.92692429841613,spiral
382033_1567.png,gz_desi,357.884693848413,8.708823704405432,elliptical
119169_2885.png,gz_desi,354.5922482844325,-39.98373382573311,elliptical
394123_4292.png,gz_desi,183.5070905997841,11.11076539467463,spiral
302280_4463.png,gz_desi,173.1685730555576,-4.930492433848735,spiral
425077_2078.png,gz_desi,224.4422235879399,16.48127430333691,elliptical
397502_4053.png,gz_desi,324.0122435884251,11.56356387092938,elliptical
327339_18.png,gz_desi,322.8241187649973,-0.8726974757755773,irregular
398460_3691.png,gz_desi,208.1859651056484,11.82299081355702,spiral
338259_4055.png,gz_desi,172.9810289249628,1.365308790241309,irregular
328396_5339.png,gz_desi,227.2090682283444,-0.3968335069014084,spiral
361533_2091.png,gz_desi,237.646176759449,5.217187338310333,spiral
311014_2578.png,gz_desi,200.897160139141,-3.501817457758389,spiral
316886_1249.png,gz_desi,229.600572120373,-2.561817959568435,spiral
129551_574.png,gz_desi,72.67098066747944,-37.59986471475764,spiral
364180_4346.png,gz_desi,181.7947916964337,5.840574592620944,irregular
331820_269.png,gz_desi,3.083375871506216,0.1361357946847722,elliptical
482160_2752.png,gz_desi,118.0708662320583,27.25222837094637,elliptical
315329_2373.png,gz_desi,200.3788694342198,-2.757127114283401,elliptical
345587_4173.png,gz_desi,204.7682618593947,2.587799136202417,elliptical
441380_2119.png,gz_desi,183.9092462616323,19.50012308121032,spiral
402793_1178.png,gz_desi,234.9959214920148,12.431105533815,spiral
332431_2853.png,gz_desi,155.8930048250205,0.2849759908782101,elliptical
374359_4280.png,gz_desi,221.3653549640239,7.596788343383101,spiral
331668_5385.png,gz_desi,325.0546907133428,0.0311050677202824,spiral
